"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
25,20,8,10,15,2,9,2,6,7,0,3,5,7,8,4,8,8,7,4,10,4,2,4,2,14,2,5,4,5,2,3,2,4,4,3,3,23,6,3,5,2,5,1,3,6,3,4,4,5
19,9,7,7,5,2,5,7,3,17,4,3,5,10,1,5,7,5,5,6,5,4,4,1,6,26,5,5,6,8,5,6,3,3,7,2,3,33,8,5,3,4,8,4,4,5,4,4,5,7
19,7,12,2,8,3,3,3,5,17,5,6,2,9,4,5,3,5,4,1,2,2,2,7,1,31,6,6,9,2,4,5,7,6,9,5,3,18,4,5,2,1,6,6,0,2,2,5,3,6
24,15,7,6,11,2,4,3,8,13,5,6,4,5,5,4,7,5,5,5,2,5,8,4,3,20,6,5,0,4,3,3,4,2,6,3,6,18,1,3,3,5,9,2,3,3,5,1,3,3
23,12,15,8,8,9,7,2,2,11,4,4,4,6,2,4,5,8,6,4,8,7,8,4,2,19,3,2,1,5,6,5,9,1,5,6,3,22,4,4,2,7,1,3,4,5,5,1,5,5
18,17,10,7,6,6,5,4,2,11,4,6,9,8,2,3,6,3,8,4,2,5,1,4,8,20,4,2,1,2,6,1,6,2,2,5,5,26,6,3,7,1,5,5,5,0,4,2,3,4
19,13,8,5,7,2,4,4,5,9,2,4,7,13,6,10,8,3,3,3,7,5,2,2,3,36,5,3,11,2,6,6,8,5,5,6,9,18,2,4,2,6,3,3,3,3,3,3,3,4
22,14,10,4,9,5,3,3,7,9,2,8,7,5,4,3,5,5,6,4,5,4,4,4,4,33,4,5,7,7,3,6,8,7,5,5,8,31,3,6,2,5,6,7,5,2,9,8,5,7
12,14,11,3,6,3,7,4,7,9,6,4,4,13,3,5,6,1,7,4,3,2,6,6,3,31,3,8,4,8,4,11,3,7,5,3,5,25,9,4,5,2,6,6,4,5,3,4,5,4
14,12,5,3,8,2,3,1,2,13,3,3,7,4,4,5,12,4,9,7,2,4,4,4,3,25,5,6,3,1,4,6,4,10,5,6,5,29,4,5,3,9,5,8,9,9,4,4,3,2
23,12,4,2,10,4,8,4,5,12,7,5,4,11,11,8,3,7,4,1,4,5,2,1,0,31,5,3,4,8,7,4,6,7,3,3,8,31,4,10,5,6,4,6,8,6,4,2,1,5
22,5,7,10,9,5,0,2,8,10,3,2,4,7,5,5,5,2,1,3,10,7,5,4,6,25,6,2,2,2,2,2,2,8,5,3,5,29,4,6,2,5,7,4,4,3,5,7,5,4
27,12,7,7,14,2,3,2,4,14,7,8,3,7,4,5,9,5,4,5,2,3,4,6,4,24,2,5,3,4,4,2,2,4,3,3,13,31,5,2,4,3,7,4,6,4,9,6,4,1
20,8,5,3,5,2,7,4,4,12,5,5,4,4,5,0,11,5,9,2,2,6,3,4,4,19,4,3,5,7,7,7,3,4,2,4,4,30,5,3,4,4,3,7,2,6,6,2,6,5
25,12,9,2,8,4,5,8,7,9,2,5,2,6,6,2,8,3,5,1,0,4,5,3,5,22,6,11,5,2,10,5,4,4,5,4,1,25,4,5,2,4,1,6,5,2,6,4,5,5
22,10,10,6,13,6,3,5,6,14,8,5,1,6,6,5,6,4,4,3,7,5,6,1,3,18,3,3,6,7,1,6,8,6,7,3,2,19,4,8,3,2,1,1,3,3,1,1,1,4
29,19,5,10,8,3,3,5,2,13,4,9,6,6,7,7,8,9,6,5,4,5,1,4,4,32,10,4,4,2,3,5,8,6,3,6,4,27,4,4,2,4,3,3,4,7,7,5,6,6
19,15,8,7,10,3,6,5,8,11,2,4,6,6,3,7,10,5,5,1,4,8,4,3,3,22,9,5,0,5,4,6,5,5,6,10,1,31,6,3,3,4,3,9,3,5,6,4,6,6
22,16,15,9,7,5,3,2,4,17,3,10,1,6,6,2,7,1,5,6,1,6,6,6,4,17,1,4,7,4,4,5,3,2,7,6,8,29,6,2,4,5,4,5,3,5,2,3,10,7
27,14,7,12,6,1,5,3,3,9,2,1,4,9,3,7,7,3,5,6,7,6,2,6,4,25,6,4,3,11,5,3,6,6,11,8,3,25,5,3,6,5,4,7,3,4,6,1,4,1
26,7,5,11,9,0,4,4,3,12,3,2,6,9,1,3,12,1,5,6,1,7,3,3,4,23,4,6,3,3,4,3,3,2,7,2,3,30,5,3,5,4,2,8,5,8,3,3,5,5
25,16,6,0,13,4,4,5,5,14,5,4,3,4,5,4,5,4,6,2,4,5,6,6,5,30,3,8,8,8,5,5,3,2,5,7,8,31,5,3,4,5,7,4,7,5,5,4,7,2
11,8,8,9,9,5,4,7,4,13,3,6,4,7,3,3,4,5,2,5,5,3,4,5,7,32,1,5,3,7,3,4,9,6,3,8,4,20,5,5,6,7,1,2,6,2,5,3,4,3
11,10,7,4,5,10,2,3,4,14,6,5,3,8,4,4,7,4,4,3,5,3,5,4,6,21,5,4,1,6,4,2,5,1,6,4,3,20,3,5,0,5,3,0,4,3,4,3,6,5
18,12,10,4,3,4,6,1,2,18,8,3,5,5,3,4,4,5,6,3,3,5,4,4,5,19,4,2,2,1,4,0,4,4,6,4,4,17,5,3,4,3,3,4,5,4,2,2,7,4
31,9,16,5,8,6,3,6,6,10,5,4,4,5,4,4,15,5,7,2,2,5,11,8,5,23,2,6,8,3,4,5,6,3,5,5,3,35,15,7,6,5,2,6,7,2,3,5,2,6
20,9,7,6,8,6,9,5,5,7,1,4,6,8,6,7,7,5,8,5,6,2,3,2,6,21,3,4,7,3,5,4,2,7,4,4,7,34,8,6,4,3,6,2,13,5,5,7,7,4
25,18,10,8,11,5,4,5,5,16,4,5,7,6,7,8,8,10,4,4,7,8,4,6,10,30,6,3,3,7,4,4,5,8,4,6,4,26,9,3,6,1,4,5,5,3,8,2,4,6
18,9,4,4,6,3,5,3,3,10,4,1,5,7,2,4,10,7,3,7,4,2,3,4,3,28,2,3,3,3,4,7,5,4,2,3,7,22,6,4,8,3,3,3,5,3,2,3,3,3
21,19,13,5,11,5,4,6,5,15,3,3,8,5,4,7,7,1,5,5,3,11,4,7,5,27,5,5,2,3,7,4,5,6,3,3,1,27,4,3,3,2,3,6,4,2,2,6,6,7
14,14,6,5,7,2,5,4,4,11,4,4,3,7,3,2,5,6,7,6,1,6,3,4,1,23,5,5,6,3,5,3,5,2,4,5,6,27,2,12,6,12,7,4,4,4,4,3,4,2
16,9,9,5,7,8,2,2,4,14,3,6,3,5,5,6,3,5,5,4,7,2,3,4,8,31,3,5,5,2,8,5,4,2,8,2,7,32,4,8,5,6,5,4,3,7,4,3,2,5
23,14,5,8,10,2,7,3,4,11,3,3,6,6,5,3,7,4,3,5,6,5,4,4,5,27,3,5,5,3,7,8,6,2,3,4,3,21,3,3,8,4,2,1,3,3,3,4,7,3
23,11,10,8,10,6,6,8,2,16,4,5,3,8,6,4,6,3,5,3,5,7,9,4,7,17,6,3,2,2,3,5,1,5,5,7,3,27,6,3,5,0,3,1,4,4,3,5,4,7
21,13,9,5,7,7,5,4,4,23,5,4,3,6,6,2,8,6,7,3,2,7,7,4,9,27,6,6,4,2,3,4,3,7,4,3,7,25,4,9,4,4,1,7,2,3,6,3,3,2
23,16,7,9,9,1,5,5,8,16,7,2,6,5,5,2,7,7,5,5,1,2,6,6,8,26,4,6,5,3,6,5,5,6,6,7,5,19,2,3,4,2,6,0,4,7,4,4,2,6
22,21,11,7,8,6,6,7,8,16,5,3,4,10,4,4,8,2,4,2,5,3,3,2,6,17,5,6,6,4,7,1,1,3,4,2,7,26,6,0,5,4,6,2,4,4,6,6,3,5
27,12,8,3,12,5,3,5,5,17,3,6,1,10,5,8,6,6,1,2,2,9,3,4,2,22,7,3,3,6,1,8,5,4,5,4,3,26,4,6,2,5,5,3,8,2,10,4,3,3
20,9,9,3,9,5,6,7,5,17,7,4,3,9,2,3,6,3,9,5,7,2,4,3,6,23,2,4,3,9,7,2,3,3,3,5,5,28,7,0,3,5,4,3,2,6,4,6,4,7
23,9,10,10,10,5,4,4,0,12,3,4,4,8,5,6,8,4,5,6,5,1,5,8,4,16,4,1,3,5,1,3,7,1,7,9,5,29,7,6,7,0,4,1,5,3,3,3,5,5
28,19,6,10,9,4,10,6,4,12,2,5,4,4,9,4,11,6,4,4,7,12,4,3,7,30,6,5,9,4,4,5,1,3,2,6,6,30,4,4,6,8,5,5,4,6,6,7,7,4
26,16,10,4,11,7,9,6,7,14,6,3,4,4,4,3,6,5,3,2,4,8,3,4,3,21,2,0,6,4,13,1,6,8,4,7,3,18,1,4,5,3,1,5,2,7,1,2,7,5
18,12,8,6,8,6,5,4,5,8,4,1,4,2,6,4,9,5,5,5,4,4,7,5,4,28,2,10,5,4,3,9,1,6,1,7,6,33,4,1,4,4,7,4,3,11,5,2,7,3
21,9,7,4,11,1,1,6,2,11,3,5,6,7,4,4,7,3,5,3,7,3,4,3,2,21,7,2,1,2,6,3,4,3,4,2,3,31,2,3,7,6,4,3,8,2,2,2,6,4
13,9,7,5,8,1,4,3,5,16,7,8,5,9,3,4,7,2,8,3,5,3,5,5,4,34,4,6,4,5,4,5,4,9,7,3,8,29,3,6,3,5,11,4,3,3,5,2,9,3
15,7,5,6,2,3,6,5,4,11,5,0,3,8,5,9,11,1,4,5,3,2,4,2,6,15,4,6,2,4,0,3,3,3,3,5,6,30,7,2,9,5,5,4,5,5,4,6,5,3
21,19,8,7,7,5,4,4,6,19,4,5,7,9,5,4,8,4,6,3,7,4,3,3,5,23,3,6,3,6,6,3,3,5,2,6,5,24,4,5,9,7,6,4,3,4,1,6,5,5
22,9,8,5,17,10,3,5,5,10,0,5,7,6,5,3,6,8,3,12,5,4,4,5,3,22,2,2,6,7,5,4,6,3,5,4,8,21,4,3,8,3,4,2,1,6,5,4,5,3
10,12,11,1,7,5,4,3,4,13,9,5,3,4,5,1,7,9,5,4,0,1,5,2,5,21,2,7,2,5,4,2,1,4,5,7,1,28,4,6,6,3,5,3,6,7,6,3,4,4
19,10,10,3,6,5,5,6,5,6,3,3,6,2,5,3,9,0,4,5,3,4,4,5,5,24,4,4,3,3,4,4,3,2,6,4,5,31,2,10,2,1,3,6,1,5,6,5,1,3
21,14,5,7,10,2,5,4,5,14,4,6,2,8,4,4,8,3,5,4,4,4,4,3,8,25,0,5,3,6,5,6,1,8,2,5,1,31,10,4,4,5,4,3,3,4,3,4,7,3
29,19,9,8,9,4,8,4,1,17,6,4,5,5,6,3,9,5,4,4,2,5,4,4,5,21,3,8,4,3,2,5,5,5,7,1,4,25,7,5,5,0,5,8,8,6,2,2,6,6
18,10,5,8,8,3,2,6,3,9,6,3,3,8,7,8,7,2,5,10,6,5,6,1,2,19,5,4,2,3,5,8,5,5,3,2,3,29,1,5,1,4,5,6,3,7,3,8,7,4
8,8,6,5,7,4,4,2,10,13,5,3,4,4,6,5,5,7,1,3,5,6,2,1,3,29,12,3,6,5,9,3,6,6,4,7,9,29,7,5,7,6,3,2,1,3,2,7,5,3
21,6,16,11,7,5,7,4,3,11,3,5,7,10,6,10,7,5,4,3,5,2,9,4,8,22,7,5,2,3,7,3,6,4,6,3,5,28,5,4,6,4,6,6,3,1,3,8,5,5
24,21,10,4,6,6,11,7,4,12,4,1,7,8,7,3,10,7,1,2,3,6,7,3,3,30,5,4,2,5,5,7,6,5,4,7,3,29,4,3,5,6,5,3,4,7,5,5,4,6
15,11,9,3,9,5,6,4,2,10,4,8,4,9,6,8,7,6,7,5,3,1,6,2,3,32,5,3,4,9,4,6,0,7,5,2,6,32,6,3,6,3,6,2,6,5,7,4,1,3
22,9,9,6,9,7,4,0,5,15,4,3,3,8,3,2,8,6,5,4,6,5,1,4,3,21,6,5,3,7,1,3,6,1,2,5,4,22,4,4,3,6,4,5,2,2,5,2,5,4
22,12,7,8,7,2,3,4,5,14,2,4,4,5,1,7,6,2,3,10,2,8,3,6,11,25,3,7,3,5,2,6,4,4,3,8,4,32,2,5,2,6,5,3,3,6,4,2,4,7
21,7,4,5,7,2,8,8,4,22,2,8,2,10,6,5,10,3,8,7,6,10,5,4,3,20,4,4,1,2,6,7,4,3,5,3,4,26,2,4,3,3,6,4,4,3,1,4,6,7
29,16,4,10,14,1,6,6,5,12,2,7,4,4,5,5,7,4,3,6,5,3,2,6,4,26,6,6,1,1,5,8,4,4,3,4,4,27,8,7,4,3,5,2,4,7,6,3,3,6
21,8,5,5,4,2,4,6,4,15,2,3,3,9,5,7,10,4,6,7,3,5,0,3,5,28,8,6,6,6,2,3,2,3,5,6,6,21,5,5,3,5,1,3,8,4,4,9,1,1
26,16,7,9,7,7,5,6,3,7,4,4,6,7,2,4,9,7,1,8,7,2,3,9,1,18,2,2,2,3,1,4,7,4,2,4,6,27,3,6,7,4,3,2,8,8,7,4,4,3
22,12,6,6,9,5,1,4,7,12,6,3,6,6,2,1,6,5,5,7,3,6,5,4,5,16,7,8,5,3,2,3,3,4,5,4,2,22,8,3,2,3,2,5,5,4,6,6,4,5
26,16,5,4,9,2,8,6,4,8,3,7,1,7,5,7,5,5,4,6,7,7,3,6,5,14,3,6,7,0,3,5,4,4,2,5,6,22,2,5,6,3,4,3,3,2,4,3,4,7
21,14,8,6,13,5,6,3,5,9,4,3,3,4,4,2,9,6,4,3,3,3,4,2,2,18,8,7,6,4,3,2,2,5,3,5,3,31,3,4,6,7,1,8,9,4,3,6,2,6
13,19,13,4,12,6,7,3,5,10,1,2,5,3,1,4,2,8,5,5,4,7,7,3,3,25,2,5,9,7,4,5,5,4,3,6,3,27,4,5,4,5,2,3,4,4,4,2,9,7
23,10,6,11,9,3,4,8,3,4,6,3,4,4,10,5,11,3,1,4,2,7,3,2,4,29,4,2,4,2,7,10,2,5,6,11,4,27,4,5,4,3,4,3,6,8,3,5,4,2
26,10,9,3,8,6,5,6,5,16,5,7,5,6,8,4,3,1,4,6,4,4,3,5,1,31,5,1,8,5,5,5,3,6,6,1,9,33,5,3,4,6,6,0,6,7,8,6,4,6
23,9,12,6,4,7,5,9,1,6,5,5,6,3,5,4,6,0,4,4,6,7,6,3,2,19,4,6,3,5,5,5,5,3,1,5,2,24,5,4,6,14,8,4,6,5,2,1,5,1
23,13,10,9,11,7,3,2,6,11,3,8,3,5,5,3,7,6,5,2,4,7,5,7,1,23,2,8,2,6,6,4,4,8,7,6,0,29,4,5,2,5,7,5,6,4,7,4,2,6
14,12,7,3,10,3,9,5,6,11,5,2,1,8,6,3,7,4,3,9,5,4,5,4,7,11,3,1,7,4,3,3,1,4,1,3,4,21,8,2,3,5,1,3,3,5,4,6,4,4
22,10,8,5,7,8,2,6,7,11,3,6,2,7,2,4,9,7,4,2,6,5,2,6,8,25,10,2,6,8,2,1,1,3,5,4,8,26,3,4,4,2,9,5,5,6,5,9,2,5
17,14,13,3,6,3,3,5,4,13,2,5,4,7,3,5,7,4,7,4,3,4,9,7,7,26,4,6,5,0,4,1,8,4,3,8,7,26,5,3,13,4,3,5,6,4,5,3,6,3
21,7,8,7,7,8,5,5,4,13,2,6,5,7,3,3,7,2,5,4,0,4,5,2,3,27,13,4,3,5,5,10,1,5,3,6,0,22,0,4,3,9,2,2,2,4,7,6,6,5
16,12,9,4,13,4,3,2,8,11,9,8,9,3,3,3,4,3,4,4,1,5,5,4,4,20,4,3,1,5,3,4,4,6,6,5,2,18,2,8,5,3,2,2,3,1,6,4,5,1
19,14,5,5,16,5,7,5,7,13,2,3,5,9,4,4,3,5,1,8,7,9,4,2,6,23,3,10,4,3,3,4,7,5,5,9,4,21,5,3,5,3,4,3,7,6,4,5,0,1
19,16,6,4,12,2,5,4,3,11,3,3,8,5,3,4,4,5,1,8,1,6,6,2,4,34,3,6,3,5,4,5,5,5,5,11,2,25,5,2,7,5,2,6,2,3,3,2,7,6
24,8,9,7,11,4,1,6,4,13,2,4,3,7,4,5,6,6,5,5,5,6,2,5,5,23,3,3,4,3,9,7,5,3,2,7,7,17,4,6,4,5,2,2,1,6,6,7,3,4
23,7,6,5,8,4,7,6,1,16,4,4,3,6,6,5,6,2,5,5,4,3,4,7,2,19,2,6,1,6,5,3,4,1,5,7,7,21,2,7,4,2,2,0,2,4,2,2,11,4
33,7,4,7,8,2,8,5,4,11,5,2,3,4,4,7,7,3,6,7,7,9,5,8,4,27,3,6,4,2,6,1,7,3,5,3,2,22,2,5,3,3,5,3,5,3,4,3,1,7
24,14,4,10,9,3,4,5,5,13,4,5,5,7,9,4,8,7,6,2,9,6,3,8,3,23,6,3,3,9,1,4,7,2,6,6,4,27,3,1,2,4,4,8,5,3,6,6,5,8
21,11,9,3,10,2,5,5,5,12,2,4,4,6,10,4,8,4,5,6,6,5,10,3,9,20,2,5,4,3,5,8,3,5,4,5,4,30,4,3,2,4,3,3,5,4,10,9,4,5
27,15,12,4,8,4,5,2,3,19,6,5,5,7,8,4,4,6,1,2,3,4,5,6,10,17,2,9,7,4,4,0,3,6,1,2,5,24,0,5,5,3,6,2,3,5,6,5,4,4
21,9,8,8,11,5,1,6,5,8,4,4,7,9,2,6,12,3,7,6,6,3,3,7,5,20,3,4,4,7,0,3,7,9,6,2,3,29,12,4,4,5,5,4,5,6,7,4,2,2
23,12,9,6,12,1,5,5,8,12,3,6,10,3,2,4,8,7,6,6,6,4,9,1,4,29,5,4,4,6,6,7,5,3,3,5,6,30,5,5,4,7,4,6,5,6,4,6,4,3
17,17,9,5,4,7,8,5,2,12,3,4,4,7,6,5,7,6,6,2,5,3,5,3,3,30,7,6,5,6,8,3,0,5,3,6,6,30,5,9,5,6,10,8,6,3,4,3,2,5
23,13,11,10,7,7,7,3,2,23,3,6,3,8,5,5,7,2,5,2,3,3,7,3,8,25,4,4,4,2,9,7,7,4,4,5,4,22,3,4,5,5,6,5,2,5,5,7,4,1
21,12,12,5,8,4,7,4,3,9,7,2,6,4,7,3,8,4,6,2,3,5,3,6,1,33,6,4,7,4,3,6,3,3,5,5,4,29,4,5,4,1,4,5,9,8,4,8,7,3
28,16,10,3,13,4,3,5,7,14,3,7,6,4,4,3,8,7,9,1,1,5,5,5,3,24,4,6,6,5,2,4,4,6,6,7,2,29,4,6,3,9,4,4,7,3,4,1,1,7
26,19,9,7,8,6,8,6,2,15,5,6,5,13,3,11,6,2,1,6,3,6,9,2,8,27,3,7,6,6,5,8,7,4,6,4,2,21,6,4,8,2,7,4,5,4,2,1,2,1
17,16,9,2,4,7,3,4,3,11,6,7,4,8,3,6,9,5,6,1,3,7,8,4,7,24,3,2,7,3,5,4,6,3,6,4,5,39,3,11,7,8,2,4,5,5,5,5,3,3
23,18,11,9,13,4,5,2,3,8,7,2,7,4,4,3,6,4,5,7,5,7,2,4,2,19,5,4,2,5,4,1,3,3,2,8,1,28,2,3,3,2,7,3,7,5,6,6,1,5
18,11,7,6,13,4,4,4,7,11,3,9,7,5,3,5,6,7,5,7,6,5,4,4,3,15,5,4,1,4,4,2,4,6,4,5,4,22,4,5,5,3,0,4,3,4,6,7,2,8
31,11,8,6,10,6,5,9,6,10,4,9,2,6,5,4,9,3,6,5,6,10,4,2,3,23,6,5,3,4,5,3,9,6,4,8,7,19,3,3,6,4,2,4,1,7,4,7,2,5
11,13,11,5,7,3,7,2,3,20,7,8,5,6,2,4,14,2,10,6,2,2,6,5,10,24,3,4,5,9,7,7,2,4,4,5,5,30,4,4,4,5,6,4,2,4,4,4,5,3
17,13,16,4,6,6,1,4,1,13,5,2,6,7,3,5,7,4,5,3,3,3,4,4,4,19,6,4,4,4,3,5,6,4,3,6,3,22,3,2,5,7,4,2,7,5,4,3,4,7
17,13,4,6,6,3,6,3,4,17,3,5,2,7,8,2,8,6,6,6,6,4,7,4,5,24,6,2,7,6,8,7,2,6,2,5,2,33,2,2,4,4,3,5,10,3,6,8,3,8
17,11,3,4,12,3,4,4,7,15,5,3,4,8,5,7,6,2,6,6,3,4,5,6,3,25,2,4,5,5,3,7,4,4,4,6,2,28,4,2,6,3,4,4,6,4,5,3,6,6
28,16,9,10,8,6,6,7,4,16,6,4,4,3,6,5,4,6,6,5,3,6,1,3,5,27,5,2,1,3,8,5,4,4,8,6,3,33,4,3,3,1,5,6,6,10,7,3,2,11
17,7,13,4,10,9,5,3,4,7,5,7,0,7,4,4,10,8,6,5,3,4,5,5,4,18,4,4,6,3,5,6,5,4,4,1,4,31,4,8,5,4,5,4,9,9,7,5,3,5
19,16,10,8,5,2,3,8,3,12,3,5,7,5,5,3,6,7,2,2,6,4,9,3,5,23,6,4,0,4,9,5,4,2,5,6,9,28,6,4,3,2,5,5,5,4,4,10,4,5
21,7,6,4,6,1,4,7,2,11,1,4,3,7,2,4,6,2,1,1,1,7,6,2,2,21,3,10,3,6,5,4,5,1,1,2,1,32,8,7,3,2,8,6,8,2,4,5,7,5
23,12,9,3,10,4,6,2,3,11,0,5,2,6,5,3,6,5,4,5,3,10,7,2,2,23,5,5,8,4,2,3,4,3,5,8,7,22,3,3,5,7,3,3,3,1,7,2,5,3
19,14,9,5,7,2,3,5,6,14,8,5,4,10,5,5,2,4,5,5,4,6,5,5,5,26,3,4,4,2,2,3,4,8,5,6,4,25,6,8,1,4,5,9,6,6,3,10,3,3
12,10,9,10,4,2,5,2,2,17,3,6,3,9,2,6,5,1,3,5,7,6,2,2,4,25,5,1,0,2,3,3,5,4,3,6,5,33,7,5,4,10,3,4,3,2,8,5,8,5
26,18,12,9,6,1,3,3,2,7,4,2,3,6,8,4,8,6,5,7,1,5,7,4,5,26,6,7,4,4,7,5,3,2,7,2,4,21,3,4,5,3,5,4,5,2,4,5,3,3
18,11,7,5,8,6,6,5,5,12,6,5,4,5,5,3,12,11,6,6,4,1,3,5,2,20,5,4,7,8,2,4,5,2,3,4,5,21,4,6,3,2,3,4,3,4,2,7,7,4
21,11,5,9,12,5,5,2,5,18,10,4,2,3,3,1,12,2,6,6,5,3,2,6,4,20,3,3,3,5,5,4,3,5,3,4,9,22,3,2,5,5,3,3,4,2,4,8,6,5
11,14,9,3,6,5,4,4,6,7,3,2,6,6,3,3,4,4,5,3,2,2,6,2,4,31,8,6,2,2,4,5,5,9,3,7,4,28,2,4,2,2,2,3,3,8,9,7,6,9
23,12,7,12,5,1,5,6,4,11,4,1,2,4,7,3,4,8,5,1,9,6,5,5,1,26,7,3,4,2,3,8,3,5,6,6,3,32,4,3,5,4,4,2,4,6,5,5,3,11
24,9,6,2,9,6,2,1,4,12,4,6,3,8,5,5,6,10,1,7,2,8,5,4,9,36,9,8,7,6,5,5,7,11,3,3,8,25,2,7,1,6,3,5,4,5,6,5,6,5
21,23,20,6,7,7,12,5,2,11,0,2,5,12,6,4,12,5,12,4,5,5,5,4,3,22,5,4,3,5,2,2,5,7,8,6,4,25,7,2,5,5,1,6,4,4,5,2,2,7
19,19,9,7,11,6,6,2,6,19,5,5,5,3,2,0,5,5,1,5,8,1,1,10,6,20,4,1,7,6,4,3,4,4,3,4,4,33,2,6,7,1,5,8,4,7,5,3,5,7
20,9,10,6,8,3,4,2,1,11,7,6,6,8,4,4,2,3,4,5,4,4,10,6,2,22,3,3,5,4,2,5,4,5,4,5,6,28,2,6,6,10,2,1,3,11,6,5,4,4
22,14,7,5,13,3,7,1,7,16,6,5,7,5,3,5,11,3,3,7,3,2,4,2,7,25,2,4,5,3,4,5,1,7,3,6,8,27,6,4,3,4,6,1,7,3,8,6,5,8
16,8,6,6,9,5,3,4,5,12,5,2,3,6,2,5,9,1,6,8,4,2,4,2,9,32,4,4,4,8,6,2,4,4,4,6,7,38,4,9,2,7,9,2,5,6,5,6,7,6
20,10,7,9,9,3,8,3,3,17,4,5,2,8,7,4,4,5,8,7,3,3,6,6,4,25,4,6,8,7,6,2,6,3,4,1,7,30,2,4,6,4,5,4,4,9,3,5,7,2
23,12,7,4,6,5,3,3,1,14,5,5,5,4,9,5,4,7,1,4,4,5,2,11,7,28,6,3,6,5,3,4,7,4,5,4,5,27,1,10,3,3,1,7,2,5,4,1,6,4
19,19,11,5,15,3,3,5,4,17,3,6,4,6,7,2,4,6,1,4,1,3,4,5,3,32,2,3,4,8,5,4,3,4,5,7,5,18,8,3,2,7,2,4,4,6,6,4,2,1
25,17,10,10,7,3,6,7,5,12,5,3,6,7,3,8,5,4,2,3,3,3,8,4,6,20,4,3,5,3,2,2,3,6,9,6,3,41,11,5,5,5,4,11,5,8,7,4,10,7
16,12,10,7,7,4,4,6,6,13,2,4,5,5,3,4,9,1,8,8,9,6,6,3,6,24,6,4,2,6,5,2,5,5,7,5,4,29,4,4,6,4,5,4,3,4,4,6,5,5
20,10,7,8,6,6,7,5,1,13,8,2,2,11,5,7,6,12,5,4,5,4,4,6,4,25,2,3,2,6,6,3,8,3,3,3,4,30,1,6,8,6,9,7,5,6,2,3,3,2
20,14,13,7,10,4,3,3,7,16,8,2,5,10,1,5,6,2,5,5,5,1,4,6,8,24,4,3,4,5,4,6,6,2,5,5,6,23,4,5,2,4,3,4,2,4,6,6,5,6
22,13,9,7,5,5,4,4,5,14,7,2,8,10,7,4,7,5,3,6,1,6,5,4,5,24,4,7,3,7,3,6,6,6,2,2,2,32,6,6,1,11,3,6,2,7,4,5,5,7
25,11,9,10,8,5,2,5,9,18,6,7,0,10,0,4,5,7,3,5,3,4,6,5,7,21,3,2,4,1,2,2,2,6,7,4,6,31,4,3,8,9,5,4,3,5,5,5,3,8
16,13,5,6,10,1,4,6,3,9,4,6,4,6,2,4,5,7,3,6,2,6,2,6,4,32,6,5,5,8,12,2,5,5,5,1,6,35,7,6,4,5,6,4,6,4,2,7,2,8
24,4,9,6,6,7,3,4,2,13,3,4,5,8,10,1,5,1,4,4,2,3,8,4,5,20,4,6,3,1,4,1,5,9,1,5,2,22,1,3,2,5,3,5,2,2,3,10,2,3
30,11,4,11,11,8,3,4,3,17,5,4,8,3,4,2,9,3,4,9,8,6,4,3,7,32,7,7,0,6,4,8,7,2,8,6,8,35,7,4,6,6,2,4,6,5,2,9,5,4
22,12,8,5,7,5,8,10,4,9,2,2,3,4,6,5,5,4,3,4,5,4,3,4,7,14,3,5,6,2,4,4,4,3,5,3,7,25,1,3,2,4,3,6,4,0,6,5,4,5
17,17,11,5,4,6,3,1,2,5,2,3,5,6,10,5,5,2,3,4,5,9,3,4,4,23,4,2,6,6,4,4,6,4,2,6,2,24,5,2,4,8,3,6,3,3,3,5,6,4
24,17,8,9,10,5,8,4,6,12,4,8,5,4,5,2,9,2,4,7,6,5,4,3,1,21,5,4,3,5,6,3,2,3,2,3,6,27,5,5,5,4,6,4,4,4,4,4,8,3
18,12,3,5,13,1,1,7,7,16,2,6,5,12,2,8,6,4,4,7,5,4,7,4,3,33,7,5,5,7,5,4,3,5,2,7,7,35,6,4,7,5,5,7,4,1,6,4,7,5
21,12,5,6,13,5,4,4,5,15,3,7,12,7,4,5,5,5,5,5,4,6,4,6,11,29,6,10,5,3,2,3,7,4,4,5,6,16,4,1,4,5,4,3,0,4,1,5,5,4
26,13,11,8,9,3,5,4,6,10,5,5,7,6,8,3,8,4,3,3,3,2,4,5,4,23,3,4,4,3,5,4,7,3,5,6,3,27,3,3,2,5,3,6,8,4,7,1,4,2
14,10,10,6,9,7,4,3,2,6,6,1,6,6,3,5,3,3,1,3,6,4,1,3,3,23,7,8,8,3,10,3,4,4,6,4,8,27,4,2,3,1,5,4,4,4,5,3,11,3
19,9,8,8,13,8,6,4,4,13,2,4,4,7,4,4,9,5,4,6,6,3,6,5,4,32,6,8,2,9,6,3,2,4,2,7,5,28,3,4,2,6,10,3,10,7,4,7,3,4
14,11,8,5,14,5,9,2,5,11,4,3,4,10,4,4,7,6,4,4,1,2,4,5,6,25,6,2,8,2,8,5,6,6,4,2,4,24,8,5,5,5,3,3,9,2,1,3,2,4
