"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
12,5,14,13,6,6,3,2,6,15,1,9,5,4,8,9,16,5,9,1,10,6,7,2,12,9,1,3,10,2,7,7,4,3,9,3,6,7,4,6,4,8,5,2,5,6,6,7,5,7,32,4,3,6,5,5,6,4,5,2,6,4,3,4,3,2,33,3,4,6,5,4,5,2,4,6,4,3,3,5,5,3,3,45,7,7,5,6,5,2,4,5,6,3,6,2,5,4,7,4
24,5,4,14,11,14,8,4,6,9,1,7,15,6,0,8,13,3,11,4,11,6,3,5,8,8,5,4,6,4,7,10,5,6,9,3,5,5,11,3,6,8,6,3,1,7,3,0,5,3,39,7,1,4,4,3,5,4,5,9,3,5,7,2,10,2,32,1,4,6,3,4,8,6,5,7,4,3,5,3,5,6,0,39,5,4,2,9,5,3,6,9,3,6,5,6,6,2,5,5
19,7,7,8,5,8,11,7,3,5,3,10,12,4,7,4,6,3,8,2,4,5,4,5,6,7,1,5,8,3,2,9,5,2,8,3,5,8,3,4,0,5,4,3,3,5,4,4,8,4,32,4,2,3,6,5,4,4,6,4,5,2,7,7,5,4,37,5,5,7,4,1,3,4,3,5,3,9,13,5,5,4,2,39,6,6,9,5,1,3,2,2,6,4,7,1,5,8,6,3
12,6,8,9,2,12,8,9,4,6,4,15,13,2,9,6,16,6,8,6,5,2,5,4,11,5,3,8,5,6,2,5,3,3,4,9,3,3,11,6,5,6,6,5,3,8,4,6,5,2,30,5,5,5,3,4,6,4,2,4,9,1,4,10,3,7,36,6,4,2,2,2,8,3,3,6,7,7,5,4,1,4,3,39,3,3,4,4,5,5,6,2,4,6,4,5,4,4,5,5
15,7,7,10,5,7,6,6,1,8,3,15,14,4,4,5,9,8,8,0,4,7,5,3,6,4,4,6,4,5,3,4,4,7,6,5,3,1,8,4,7,4,6,5,4,4,4,4,6,1,35,3,3,2,2,4,6,4,5,8,5,9,6,6,3,4,40,6,7,6,2,1,6,5,3,1,4,3,4,3,7,5,5,34,3,3,3,3,5,7,3,10,4,3,4,5,5,8,2,5
13,4,8,9,6,11,8,4,4,5,4,9,8,1,6,4,11,9,11,5,9,5,6,1,15,9,1,6,10,3,3,5,3,6,6,4,3,9,13,1,5,8,7,3,2,2,2,8,5,4,30,9,5,6,4,6,3,4,2,4,2,3,3,5,5,4,32,1,4,3,3,4,7,3,2,5,4,3,6,8,3,4,5,32,1,1,8,8,2,2,5,7,5,6,4,4,1,6,4,6
13,3,4,12,9,9,6,4,10,8,2,15,16,3,7,6,9,8,7,0,10,9,6,5,12,7,6,5,4,3,5,12,4,15,6,4,7,3,11,2,2,7,1,2,3,3,2,5,6,8,32,4,5,4,6,9,2,4,3,5,5,4,9,4,1,6,45,5,3,6,7,11,5,9,6,4,2,6,4,1,7,4,8,38,6,3,4,6,6,8,4,3,7,7,8,6,1,4,4,3
12,7,11,6,4,3,8,3,9,9,2,13,22,9,6,4,5,4,9,2,7,5,6,2,3,10,5,10,7,4,2,2,5,9,10,3,5,2,10,4,4,5,5,3,5,2,5,3,2,3,28,6,8,1,4,7,4,3,3,4,4,4,4,6,2,4,36,5,5,1,6,5,4,8,5,8,3,7,5,3,5,9,3,35,4,6,4,3,8,6,5,2,7,3,6,5,4,6,5,1
12,6,7,7,11,12,6,2,8,11,8,14,17,6,3,7,9,4,6,6,7,2,6,5,11,6,4,10,4,6,5,6,2,12,6,4,6,6,13,4,6,6,6,4,5,4,5,3,2,4,44,5,10,2,5,7,3,3,5,2,9,9,3,6,6,5,28,10,4,2,4,2,2,3,6,7,4,3,3,3,1,5,6,40,4,3,2,8,6,1,3,2,6,4,7,7,7,4,2,4
9,8,12,5,7,11,4,5,4,11,6,13,19,3,7,5,8,3,8,6,6,5,5,6,9,3,8,8,7,4,0,9,3,5,4,10,4,3,5,5,4,7,3,4,5,9,2,9,6,5,20,2,2,8,5,4,1,4,2,5,3,4,4,3,3,6,34,4,0,6,2,1,5,6,6,4,4,4,8,7,7,8,5,36,3,6,3,7,5,3,4,5,7,4,3,8,2,4,4,4
19,10,15,13,5,9,13,8,6,16,4,18,19,6,7,5,12,10,9,3,6,5,8,1,10,6,8,3,12,4,1,6,3,8,2,6,4,8,6,8,6,5,5,4,4,4,2,2,5,3,36,5,7,3,4,3,5,2,8,6,3,6,8,6,3,2,27,0,6,2,3,3,6,4,10,4,5,2,5,3,3,4,2,25,2,6,2,4,5,2,1,6,2,4,5,2,4,7,6,5
16,5,9,10,8,7,5,5,8,11,8,12,16,7,8,4,14,6,8,2,8,8,9,6,10,3,8,4,10,3,3,4,6,7,4,4,7,5,14,1,4,4,5,2,5,4,3,7,5,4,48,3,5,5,6,2,5,5,9,5,3,5,6,2,2,8,34,3,5,2,6,6,6,9,4,3,9,2,5,11,3,5,5,34,3,5,4,6,4,3,5,12,5,4,3,5,5,5,4,6
16,6,6,9,14,12,8,8,7,12,2,17,17,7,3,10,18,5,9,2,7,6,12,5,6,11,2,12,7,8,0,13,7,8,9,5,5,6,10,6,5,6,6,6,10,6,4,1,5,8,32,4,7,0,3,3,5,5,2,6,5,1,5,6,2,5,37,4,2,0,5,6,5,7,7,2,5,6,6,8,5,3,2,45,6,4,4,7,6,7,3,6,5,8,4,3,1,6,4,6
14,3,6,6,3,8,10,5,10,7,2,16,13,6,5,3,9,3,5,4,9,6,7,5,8,9,3,10,12,3,2,8,3,5,4,5,4,7,10,8,4,4,8,9,1,8,4,3,4,3,31,7,3,5,5,6,3,1,3,3,3,5,8,7,2,4,28,3,3,4,4,1,5,4,5,3,5,5,3,3,6,4,5,26,3,2,3,5,3,3,0,2,1,4,5,5,4,4,4,7
8,5,7,8,5,7,9,1,8,8,5,17,16,1,8,0,7,5,9,6,10,8,9,0,9,4,3,4,7,3,6,8,5,5,6,6,12,2,10,4,4,3,6,2,5,2,2,4,6,5,29,2,6,6,3,3,6,3,1,3,4,4,3,6,3,6,35,2,3,3,6,7,0,5,3,5,5,2,5,3,3,2,4,42,2,6,6,3,7,4,6,8,6,7,3,3,2,2,4,8
9,4,8,8,8,5,8,5,9,2,7,11,8,2,9,6,13,3,8,5,4,4,8,3,9,6,6,6,4,4,5,7,2,8,7,1,2,6,5,4,6,3,2,2,7,5,6,5,5,3,24,4,4,5,4,4,2,6,6,5,6,5,4,4,4,1,37,6,12,5,2,3,2,6,6,6,4,5,5,3,3,6,8,31,5,4,4,3,3,5,5,5,3,5,2,2,1,5,6,5
13,8,11,11,6,5,10,3,5,9,6,12,12,8,9,5,9,4,13,3,8,7,5,4,5,4,4,6,6,6,4,7,4,4,12,3,3,7,8,6,8,5,5,8,10,3,4,5,10,6,36,6,4,7,6,7,10,3,6,7,4,4,4,4,5,3,42,6,4,10,4,4,5,5,3,5,5,7,2,6,2,4,8,33,7,5,5,4,3,2,4,6,4,6,4,3,6,5,5,5
14,4,9,12,7,11,13,6,7,9,6,14,13,4,6,5,9,7,7,4,3,6,11,3,8,9,5,14,7,3,2,9,8,9,5,1,2,4,12,4,3,11,5,5,3,5,4,2,2,6,29,0,4,5,5,4,1,4,3,5,7,5,3,3,7,5,40,6,6,9,4,3,7,3,5,7,6,8,4,4,4,2,8,37,3,8,7,4,1,7,4,3,5,4,11,5,5,3,3,7
14,4,4,7,4,8,6,3,7,11,6,10,9,3,9,8,8,3,10,1,8,7,10,1,5,6,6,3,7,5,2,7,7,5,7,1,7,3,8,3,4,5,4,1,5,4,6,2,4,4,32,7,3,2,6,8,2,2,6,8,4,2,0,3,3,8,34,1,4,3,3,7,7,6,8,5,3,2,6,3,3,5,5,36,2,4,10,4,5,5,5,2,5,4,5,7,2,5,6,2
17,11,9,8,12,5,10,3,12,11,3,13,17,1,3,8,10,3,7,8,6,7,6,3,9,7,4,6,6,7,7,6,6,5,4,2,5,7,6,8,1,4,3,5,5,8,2,4,3,7,44,5,8,4,5,4,6,3,3,5,3,7,6,8,8,5,35,6,6,6,1,2,4,2,2,7,2,2,5,7,3,6,7,39,2,4,6,5,6,5,6,7,5,5,3,3,4,4,6,4
16,15,16,4,8,13,8,3,9,11,7,15,15,5,3,3,16,6,7,1,8,7,7,6,8,8,3,4,6,2,4,10,5,3,7,6,6,1,11,9,2,7,9,2,4,3,4,6,1,2,24,6,5,3,3,5,3,4,2,1,4,4,2,7,4,3,40,9,3,4,7,3,4,10,5,5,3,3,2,6,2,5,5,32,5,4,4,3,3,4,6,8,3,4,2,2,1,5,6,7
8,6,15,9,6,5,5,2,3,9,8,12,11,1,9,5,7,3,7,4,5,5,5,4,10,5,2,5,7,4,4,8,2,3,8,3,1,2,4,4,1,4,6,3,2,6,3,1,8,5,33,1,5,5,4,8,4,7,3,2,5,2,5,7,4,2,39,4,6,3,5,6,4,3,4,5,2,6,1,5,6,5,5,37,2,1,8,9,2,7,5,5,6,4,9,5,2,3,7,2
13,13,8,6,5,6,11,4,9,9,5,8,20,1,2,4,10,6,12,4,7,7,6,2,9,6,1,5,7,5,5,8,9,10,7,6,5,6,13,4,4,11,6,1,8,9,1,4,4,4,31,3,0,4,3,8,3,5,3,6,4,4,4,9,6,5,31,3,2,5,5,3,5,2,3,3,4,6,2,7,4,5,4,36,2,7,6,1,8,3,2,2,4,3,3,6,2,7,2,4
15,7,8,6,3,8,11,6,6,10,7,13,12,3,4,5,16,1,4,4,8,4,11,2,7,4,0,11,10,1,2,7,3,4,6,9,4,11,7,2,7,4,6,10,2,3,4,7,3,4,33,4,3,3,3,8,4,1,5,3,7,5,6,3,6,5,33,3,6,4,3,3,3,1,7,2,6,2,7,4,9,1,4,30,2,6,5,2,6,7,4,1,4,2,1,6,3,4,6,4
8,7,8,8,6,10,7,4,11,8,2,19,16,5,3,4,12,4,9,1,8,9,5,2,7,3,5,5,6,5,2,6,4,9,4,4,7,5,15,4,4,11,7,5,4,2,5,4,5,6,37,3,2,1,13,8,6,3,3,7,6,3,5,5,8,1,31,4,5,4,3,4,2,5,6,1,6,4,5,6,4,5,7,34,3,7,4,3,5,3,5,2,1,5,7,3,3,2,9,8
10,5,8,7,9,7,6,5,11,9,5,10,10,2,6,4,6,4,4,4,5,5,7,2,8,5,2,11,11,3,1,7,3,5,9,4,5,4,5,4,5,3,1,7,10,1,5,2,6,5,27,11,3,3,2,3,3,3,5,3,4,2,6,3,6,4,46,4,13,4,8,6,4,6,3,5,5,0,6,7,5,9,4,36,5,5,8,2,3,5,4,5,4,4,4,4,4,2,4,1
14,7,5,9,9,13,6,6,11,5,2,16,16,6,8,7,12,3,6,0,7,10,9,8,6,9,5,6,8,5,1,4,4,8,8,3,6,3,7,8,8,4,3,7,7,3,1,7,2,5,29,5,1,2,3,6,2,2,4,4,3,5,9,3,9,4,43,4,5,4,7,7,7,7,9,6,5,4,8,9,3,5,1,35,3,5,3,4,7,7,4,3,5,3,7,3,7,4,3,3
12,8,11,5,4,7,8,4,5,10,6,14,15,3,6,9,9,3,9,3,5,7,7,6,5,2,10,7,9,6,5,3,9,10,2,5,6,3,10,3,4,7,4,4,2,2,4,4,2,3,23,3,3,5,4,2,5,3,3,1,7,6,3,6,4,4,35,2,2,1,6,2,8,3,8,1,6,6,3,7,10,4,2,36,5,8,6,3,5,8,4,3,4,5,4,4,7,3,2,3
15,3,10,15,6,9,6,2,5,9,3,8,16,5,4,4,14,2,10,6,7,5,11,7,13,13,1,7,12,6,4,7,9,6,9,5,8,7,9,0,6,11,3,4,5,3,6,7,8,5,33,9,4,2,7,3,3,1,4,5,3,5,5,1,3,5,26,4,3,3,3,3,6,4,5,9,3,3,5,4,1,3,9,28,4,3,2,4,9,8,3,1,2,1,8,6,3,7,1,4
20,10,7,12,9,14,7,7,4,16,4,12,11,5,9,11,10,8,8,2,9,3,4,4,7,9,5,5,8,3,5,10,6,12,8,7,2,5,15,3,7,11,11,5,1,8,3,1,3,6,37,7,5,2,5,4,6,5,6,4,9,9,2,3,3,3,31,6,3,8,3,5,1,3,6,6,4,3,4,9,3,2,3,41,5,6,5,4,7,5,6,9,2,4,7,3,5,1,3,4
9,4,10,8,8,14,6,4,11,10,2,13,6,3,3,3,19,6,6,10,2,8,11,1,14,6,2,3,3,2,10,8,1,4,5,3,2,3,8,6,7,5,6,5,3,6,2,4,3,0,26,4,5,2,2,1,5,4,8,5,3,3,2,9,5,2,38,2,4,1,7,7,3,5,2,5,7,4,8,5,7,4,4,32,6,6,3,3,6,5,2,4,6,8,9,10,6,3,4,6
11,5,10,7,4,9,8,4,5,7,5,17,15,6,11,8,10,6,7,5,12,6,10,5,11,8,6,8,8,6,4,6,2,4,8,1,9,3,4,7,2,5,2,1,4,4,4,7,5,7,36,5,4,4,12,6,6,5,5,3,5,3,8,4,2,5,38,5,6,1,5,4,3,8,5,2,8,3,3,0,5,3,5,26,9,4,2,3,5,3,2,3,3,1,3,1,6,8,2,5
14,8,8,7,5,4,6,6,7,7,4,16,12,4,7,3,9,4,8,2,4,11,4,2,4,6,2,4,6,4,3,1,9,3,11,4,5,2,10,10,2,5,4,2,6,5,7,4,3,1,40,2,5,11,7,7,6,7,7,5,6,3,3,6,3,4,43,1,4,6,6,3,5,9,4,6,2,6,4,10,8,6,3,44,4,4,2,6,5,3,4,7,4,5,5,10,4,4,6,4
13,5,8,9,3,6,8,11,6,8,4,9,21,6,8,5,13,1,3,5,9,5,8,6,6,0,7,5,7,2,3,3,8,7,7,6,5,5,8,4,3,5,4,5,5,10,3,3,3,6,24,4,8,4,5,7,5,3,4,7,1,2,5,6,5,3,31,5,4,2,7,2,3,4,4,2,4,6,2,7,4,1,4,34,4,7,2,5,5,6,5,2,3,4,7,1,6,4,1,4
15,5,7,14,5,17,11,4,8,7,5,9,19,5,6,5,9,1,10,4,13,4,4,9,9,3,5,2,5,7,7,5,5,4,4,2,6,3,8,5,2,7,1,2,4,4,3,4,4,6,38,2,4,5,3,10,4,5,6,3,3,10,7,3,6,11,42,8,2,3,5,7,5,6,6,7,7,4,4,7,5,7,5,37,3,4,6,2,2,5,4,6,6,7,2,6,3,7,3,2
12,5,10,9,6,3,5,4,5,8,3,13,12,3,10,9,10,7,8,5,3,6,4,8,7,9,3,4,6,7,1,3,5,5,8,2,4,3,10,3,4,7,7,4,8,5,4,6,5,2,40,7,7,6,3,4,5,4,2,2,4,8,3,8,7,2,29,3,5,2,6,2,5,2,7,6,5,3,4,4,3,4,4,29,3,6,6,5,2,6,4,4,9,4,2,2,5,1,5,4
12,9,7,11,10,3,8,2,13,7,4,9,17,6,8,5,11,3,10,4,5,8,6,3,10,8,5,5,8,7,2,8,2,7,4,6,6,1,13,2,4,9,5,3,7,8,4,7,2,5,30,2,8,4,8,6,6,3,4,6,1,0,3,5,7,8,31,5,4,2,4,10,1,5,3,6,2,6,4,5,4,5,5,44,6,4,7,4,5,2,6,5,6,1,6,6,6,3,6,4
11,5,9,11,7,8,12,4,5,7,4,16,14,4,3,4,15,8,12,7,10,12,9,4,3,1,6,9,10,5,2,6,3,4,3,4,4,5,7,7,7,10,5,3,2,2,5,6,5,8,26,8,1,4,3,5,4,1,4,5,1,2,1,7,3,5,31,0,5,6,3,4,8,2,3,4,5,6,4,4,4,7,3,34,8,1,4,6,5,3,4,4,2,4,2,9,3,7,5,2
14,8,14,10,7,6,7,3,9,12,10,9,9,3,6,5,14,3,7,2,9,7,6,4,10,12,2,4,6,2,4,3,8,5,7,4,6,4,9,2,2,8,7,3,8,4,6,4,2,4,24,5,4,3,5,6,2,1,4,1,1,2,5,1,4,4,28,2,1,2,4,7,5,4,6,5,3,2,4,6,3,5,5,31,4,7,5,5,1,5,4,2,8,5,4,2,4,6,2,5
15,7,8,9,10,6,9,2,8,2,5,16,13,7,4,5,5,7,9,5,6,10,4,6,8,6,3,4,6,5,5,8,2,6,7,7,8,4,3,4,5,4,3,4,4,0,5,4,4,5,34,7,1,5,5,5,3,4,7,6,5,3,4,4,2,3,31,1,3,7,10,6,6,3,4,2,4,3,6,4,3,4,2,30,3,8,8,3,4,7,7,4,4,9,6,4,4,2,4,4
13,4,9,6,9,6,4,3,5,8,2,12,19,5,8,6,10,1,7,4,2,13,3,3,7,4,5,3,8,3,1,3,9,9,7,4,3,4,13,2,6,10,7,2,7,4,4,6,4,6,26,3,3,6,7,5,8,8,4,3,4,4,2,5,3,3,32,5,3,4,3,2,7,1,2,5,8,4,6,3,9,6,1,39,6,5,4,4,4,6,0,6,5,3,7,2,4,3,10,4
17,4,8,9,6,12,7,5,6,8,5,7,10,5,7,6,7,2,9,3,5,4,9,6,7,7,3,6,5,4,5,7,2,4,6,6,0,0,7,3,6,9,0,4,3,4,7,5,4,9,34,2,6,3,5,3,2,7,6,5,4,3,4,4,7,3,39,3,7,5,3,3,4,5,9,3,3,3,7,3,6,1,5,35,7,0,7,4,10,6,6,9,4,3,4,5,6,4,5,2
15,6,8,10,7,11,3,5,4,4,5,18,15,3,6,5,10,5,15,6,6,7,2,3,5,4,3,4,9,7,2,7,3,3,6,9,3,5,2,5,6,3,2,5,4,4,4,8,4,3,36,6,2,3,8,3,3,8,3,7,6,6,4,4,5,1,24,3,8,2,2,1,8,3,2,1,3,5,4,2,4,3,4,28,0,3,4,2,1,3,2,5,8,6,3,5,4,4,5,8
30,13,9,11,12,10,12,7,12,8,2,9,16,5,6,6,10,3,6,7,7,8,8,6,10,7,5,5,8,7,5,8,4,8,5,4,5,2,8,9,3,10,5,2,4,3,6,7,5,5,37,4,2,6,7,5,2,5,10,5,6,4,7,5,3,4,30,3,4,2,3,5,6,7,1,3,6,8,2,6,3,4,2,24,5,7,3,5,3,2,5,5,3,3,4,9,5,9,4,3
19,10,12,10,9,7,10,0,10,6,4,11,18,11,14,7,6,1,16,2,5,2,5,7,11,6,7,8,7,6,6,9,3,7,8,0,4,2,8,4,4,7,4,5,4,2,3,4,6,9,29,3,5,8,6,8,5,8,1,4,2,5,5,4,3,3,35,4,1,4,2,3,9,5,8,5,3,2,5,11,3,4,3,42,6,7,6,2,4,3,4,5,5,7,4,3,9,9,8,6
18,7,14,10,7,8,7,6,5,8,7,15,15,1,7,7,6,7,8,2,5,3,4,5,10,6,2,6,7,6,4,5,3,10,5,7,6,3,6,3,3,4,5,6,2,4,3,4,6,3,28,5,2,2,9,5,3,8,7,3,5,4,8,2,3,6,31,4,8,4,5,5,2,2,5,6,6,9,4,6,2,5,4,42,6,6,2,8,6,8,4,6,7,4,5,6,5,5,4,6
19,4,7,6,5,7,8,2,4,7,7,9,13,2,6,9,11,5,15,1,6,8,9,6,8,7,1,8,6,6,4,8,12,10,3,2,6,3,9,4,6,9,4,2,4,5,6,5,3,6,29,0,4,6,3,5,5,7,2,0,4,4,3,5,6,3,38,8,4,3,4,7,8,7,5,7,4,2,7,7,3,2,6,44,6,7,7,3,4,6,7,5,5,4,9,6,7,5,6,3
20,7,9,9,7,9,5,1,3,17,6,5,21,7,5,8,8,1,7,4,4,5,8,6,10,9,7,5,10,5,7,5,9,7,5,0,5,5,7,3,4,6,7,4,2,3,2,3,4,3,35,8,4,5,4,5,4,3,5,4,3,7,4,9,2,2,43,4,3,8,7,4,4,2,5,7,5,2,6,4,4,4,6,27,3,10,2,4,0,4,3,3,3,3,4,4,3,5,2,2
16,9,13,13,7,13,8,4,9,12,8,8,15,7,7,7,12,4,6,3,7,6,5,6,7,10,2,5,10,2,2,8,7,5,6,1,2,1,11,5,5,5,4,3,5,5,3,6,3,3,18,6,5,3,6,3,2,3,3,2,1,1,2,3,3,1,36,4,1,1,4,5,6,3,9,5,5,7,4,4,8,6,4,34,4,11,4,1,0,4,5,8,1,3,5,4,5,1,6,4
9,2,4,8,6,4,7,5,8,4,4,12,15,3,5,6,6,5,7,4,8,7,11,2,5,9,4,8,6,4,3,7,3,8,11,2,5,4,11,4,1,8,9,4,6,4,6,1,3,4,36,2,3,3,10,6,7,4,2,3,4,5,1,2,4,7,33,7,2,7,8,4,6,5,1,3,3,6,5,0,4,5,4,23,3,1,3,4,2,3,2,3,11,2,5,3,4,2,4,4
14,9,11,13,7,5,7,2,3,7,0,17,22,4,5,3,6,4,9,9,12,5,7,6,5,3,3,9,5,4,4,4,8,7,3,7,5,3,11,5,9,10,5,7,5,9,5,5,2,5,35,4,5,0,5,4,1,5,6,3,6,12,6,4,9,3,30,4,6,6,3,3,3,6,7,2,7,6,2,4,5,5,5,34,7,10,4,3,2,5,2,6,2,3,3,3,6,8,6,2
22,3,4,7,7,7,9,7,9,7,5,11,10,5,12,7,13,3,5,4,4,6,7,4,10,9,6,5,7,5,5,5,4,3,5,5,3,4,7,2,5,7,6,2,4,4,5,9,6,5,30,4,6,4,6,7,3,2,2,6,5,3,5,3,0,6,50,4,5,4,6,5,6,10,8,9,5,8,6,1,6,4,5,30,1,5,6,4,0,4,5,5,2,6,2,4,8,5,5,3
13,4,8,14,5,3,7,5,7,9,5,9,11,4,10,4,5,3,5,2,9,9,7,3,2,5,2,3,13,3,2,4,4,5,6,5,9,7,7,2,8,11,2,3,6,4,6,7,2,10,46,4,7,4,4,4,3,6,7,6,9,5,6,6,4,4,38,2,1,1,4,6,6,4,4,3,8,4,7,7,5,4,4,35,5,5,8,4,5,0,3,5,4,6,5,2,6,5,4,5
12,3,6,8,8,10,9,5,9,7,6,10,16,4,10,6,14,5,10,5,7,7,5,8,7,7,3,3,11,7,1,2,3,5,4,2,3,2,7,1,3,5,6,4,5,4,2,2,3,1,38,5,5,2,5,4,5,4,7,3,6,7,9,4,6,3,39,4,4,3,6,2,3,6,3,5,6,8,5,5,3,5,3,29,5,5,4,1,8,8,2,4,5,3,2,3,4,6,3,1
18,5,7,5,8,8,10,5,9,6,4,15,8,5,4,9,12,7,9,2,4,7,6,8,11,7,5,4,5,6,7,7,4,4,5,2,3,6,3,5,4,7,5,6,3,6,4,7,5,8,36,2,4,7,6,3,4,4,4,5,8,6,5,4,5,2,34,5,3,2,4,6,6,3,4,4,8,5,5,2,8,2,5,38,3,10,4,7,3,9,2,5,3,7,3,4,10,3,2,5
14,5,7,5,7,7,7,3,12,6,11,12,13,0,1,2,11,4,8,9,4,9,3,5,10,7,1,9,6,2,6,12,4,7,6,3,4,2,11,4,5,9,5,6,6,6,4,4,10,7,34,9,7,3,6,4,7,6,2,8,2,4,4,4,5,3,44,10,5,7,2,5,2,9,7,2,5,3,7,4,5,3,3,23,8,9,4,4,1,2,4,2,1,4,2,2,4,3,6,1
22,8,13,9,5,10,15,8,6,11,4,13,17,5,11,4,8,4,5,5,4,6,5,4,13,8,3,5,6,3,3,8,2,8,7,4,0,3,4,2,2,4,5,5,3,4,6,4,6,2,29,2,0,5,3,6,6,5,8,5,8,4,3,3,8,6,27,7,2,2,5,9,2,5,3,4,7,1,3,2,5,4,2,41,5,5,3,1,6,4,9,5,5,8,3,3,4,10,6,5
11,7,7,6,6,8,6,9,6,11,5,13,17,5,4,7,12,2,10,7,4,7,8,3,5,10,4,6,8,8,5,7,5,8,10,9,3,5,12,5,3,9,3,7,9,6,4,6,6,6,35,2,2,8,5,9,2,2,1,5,5,2,6,3,2,6,46,4,8,2,9,8,0,3,7,6,9,5,3,3,6,4,9,23,0,2,3,5,6,2,3,3,3,8,3,4,0,3,2,7
14,8,7,7,6,4,5,7,10,5,5,9,14,5,6,5,11,6,6,3,8,6,10,4,10,4,4,8,6,3,7,8,2,5,11,2,7,3,8,8,5,6,10,6,8,8,1,7,6,6,32,4,0,5,10,8,4,4,5,6,6,3,8,3,3,7,30,4,3,5,5,3,6,2,4,1,6,4,2,4,1,2,9,34,6,5,4,5,5,5,0,7,3,4,1,6,5,9,3,4
10,6,14,5,8,7,9,6,3,7,4,6,5,3,7,4,11,1,10,2,5,9,8,3,8,4,2,8,4,6,6,7,4,3,5,5,7,3,13,2,2,3,6,4,4,3,4,3,5,4,28,2,4,3,4,1,2,6,2,4,6,4,7,4,5,2,29,5,3,5,1,3,4,4,2,2,2,4,7,2,5,5,8,33,6,3,8,8,5,9,5,2,2,5,2,5,2,8,4,8
10,4,7,9,6,5,10,5,8,5,3,11,12,2,6,6,8,3,10,4,7,7,6,4,7,5,6,5,6,5,4,6,4,10,7,6,6,4,14,4,7,8,5,5,2,2,1,3,3,6,28,5,3,4,4,6,9,3,2,4,4,5,3,7,2,4,35,2,5,5,2,8,8,1,0,4,5,8,3,2,6,3,7,44,5,4,4,6,9,6,4,8,7,7,6,5,5,6,6,6
16,7,7,7,8,12,7,5,11,6,6,16,15,6,12,6,10,6,7,3,7,7,7,4,9,6,2,6,4,5,6,6,1,7,8,5,6,2,8,8,5,8,5,6,4,4,7,2,4,5,26,5,4,3,5,5,0,5,6,0,3,2,5,3,5,8,35,2,4,6,7,3,7,2,6,5,3,4,4,7,8,2,10,42,7,5,3,8,5,4,3,6,2,3,5,4,10,4,4,6
12,4,8,8,7,9,15,8,6,10,2,18,9,1,6,4,11,7,11,1,4,10,8,5,10,5,3,8,4,4,10,9,5,7,8,5,1,5,12,1,6,11,2,9,4,4,9,2,7,4,44,1,6,5,2,5,2,7,4,6,8,4,5,4,10,9,34,2,7,6,3,5,2,5,5,1,1,5,2,6,9,3,3,34,2,4,5,8,2,3,5,2,4,4,11,5,3,1,6,6
22,6,5,15,7,8,12,4,4,4,2,7,11,4,12,11,12,5,13,4,4,6,10,8,9,5,4,4,9,4,5,1,7,2,4,2,5,5,10,4,3,8,6,3,0,6,5,9,8,4,35,2,8,5,3,5,5,0,7,1,8,5,2,7,7,5,40,3,1,5,3,7,6,2,2,9,4,7,4,9,1,1,6,24,1,4,3,3,4,3,5,8,2,0,6,4,1,4,5,2
15,3,9,10,6,10,15,8,5,10,3,13,10,2,6,4,13,1,8,5,2,6,11,7,3,7,1,7,4,4,1,8,7,4,3,6,1,2,8,5,1,10,4,3,3,4,5,4,9,8,32,5,4,3,5,6,1,4,4,9,5,5,2,6,4,6,36,4,5,9,4,9,8,6,5,6,5,7,6,2,5,0,5,40,8,4,3,12,8,5,4,9,2,6,6,7,2,9,5,1
12,6,6,9,6,9,7,6,9,5,1,13,19,4,4,9,9,3,6,2,5,10,5,4,10,9,3,6,7,8,5,6,3,9,2,6,3,5,6,4,6,5,4,2,1,3,6,3,4,2,31,3,5,4,2,2,8,3,1,5,2,2,2,9,6,2,36,7,4,6,8,7,2,3,10,4,3,4,5,5,9,5,2,29,5,4,3,5,2,0,5,3,3,5,1,2,3,3,3,9
17,9,6,11,8,14,6,9,3,3,7,7,17,6,4,7,5,6,10,6,6,8,4,6,7,5,4,6,1,6,4,8,4,5,3,5,6,5,9,3,7,5,2,2,3,2,10,5,3,6,29,4,6,3,3,3,5,0,2,6,5,4,4,1,6,3,36,10,7,5,0,4,4,5,2,8,4,2,4,10,3,8,5,39,6,10,7,4,5,4,6,6,3,7,8,3,4,3,5,6
11,9,11,13,8,11,8,3,8,11,5,17,11,1,6,10,9,9,6,6,9,8,3,5,7,3,6,3,12,2,5,6,4,6,3,10,4,7,6,3,3,4,5,1,2,6,7,4,5,5,40,3,5,6,4,6,4,4,7,5,7,7,3,3,3,5,37,5,2,10,3,7,3,1,4,3,2,6,3,4,4,8,9,27,5,5,2,5,2,7,7,4,4,1,4,3,1,5,4,4
